ano,mes,data,regiao,uf,combustivel,preco_medio,preco_minimo,preco_maximo,variacao_mensal,inflacao,cotacao_petroleo,consumo_estimado,nivel_preco
2017,10,2017-10-01,Sudeste,SP,GLP,6.23,5.73,7.04,-4.26,6.62,91.27,109379,Baixo
2017,10,2017-10-01,Sudeste,SP,GNV,4.74,4.36,5.36,-3.47,5.29,95.9,105509,Crítico
2017,10,2017-10-01,Sudeste,SP,Diesel,4.98,4.59,5.63,-4.46,7.09,105.98,145815,Médio
2017,10,2017-10-01,Sudeste,RJ,Diesel,4.63,4.26,5.23,-2.0,2.04,107.53,101121,Médio
2017,10,2017-10-01,Sudeste,RJ,Gasolina,5.53,5.09,6.25,-1.33,8.18,105.38,127917,Baixo
2017,10,2017-10-01,Sudeste,RJ,Gasolina,3.43,3.15,3.87,7.47,4.05,105.22,64674,Baixo
2017,10,2017-10-01,Sudeste,RJ,GLP,7.01,6.45,7.93,-1.0,5.75,99.9,33964,Médio
2017,10,2017-10-01,Sudeste,MG,GLP,6.3,5.8,7.12,10.42,9.35,55.62,178501,Alto
2017,10,2017-10-01,Sudeste,MG,Diesel,7.53,6.93,8.51,3.61,11.3,45.44,226099,Baixo
2017,10,2017-10-01,Sudeste,MG,Etanol,5.14,4.72,5.8,-1.81,6.53,77.61,99601,Médio
2017,10,2017-10-01,Sudeste,ES,GNV,7.02,6.46,7.94,-4.23,6.19,72.97,168878,Alto
2017,10,2017-10-01,Sudeste,ES,GNV,3.68,3.38,4.15,5.56,3.69,109.06,113717,Baixo
2017,10,2017-10-01,Sudeste,ES,GNV,5.61,5.16,6.34,1.17,2.72,81.77,208578,Alto
2017,10,2017-10-01,Sul,PR,Gasolina,3.13,2.88,3.54,2.59,4.36,97.81,225679,Alto
2017,10,2017-10-01,Sul,PR,Diesel,7.53,6.92,8.5,5.15,3.45,69.15,237160,Baixo
2017,10,2017-10-01,Sul,SC,Gasolina,6.54,6.02,7.39,-1.36,3.17,69.9,233506,Alto
2017,10,2017-10-01,Sul,SC,Etanol,3.27,3.0,3.69,-2.76,9.18,71.08,205758,Alto
2017,10,2017-10-01,Sul,RS,Diesel,4.06,3.74,4.59,1.91,3.1,64.79,194083,Médio
2017,10,2017-10-01,Sul,RS,GLP,4.07,3.75,4.6,9.32,5.73,90.34,52413,Médio
2017,11,2017-11-01,Norte,AM,Gasolina,5.84,5.37,6.59,0.35,9.05,72.35,249147,Baixo
2017,11,2017-11-01,Norte,PA,Etanol,4.39,4.04,4.96,-4.79,7.14,68.51,50398,Baixo
2017,11,2017-11-01,Norte,PA,GLP,7.02,6.46,7.93,-1.92,2.26,60.7,215656,Baixo
2017,11,2017-11-01,Norte,RO,GNV,5.99,5.51,6.77,0.31,11.28,49.13,246009,Alto
2017,11,2017-11-01,Norte,TO,GNV,4.47,4.12,5.05,9.87,2.57,85.62,75584,Crítico
2017,11,2017-11-01,Nordeste,BA,GNV,5.84,5.37,6.6,2.2,8.31,84.48,85855,Médio
2017,11,2017-11-01,Nordeste,BA,Gasolina,6.28,5.78,7.09,7.46,11.76,67.32,21369,Baixo
2017,11,2017-11-01,Nordeste,PE,Gasolina,6.89,6.34,7.79,-0.56,8.89,84.62,74923,Baixo
2017,11,2017-11-01,Nordeste,PE,Diesel,3.96,3.65,4.48,-8.06,11.41,94.54,185194,Médio
2017,11,2017-11-01,Nordeste,CE,GNV,4.51,4.15,5.1,-4.14,11.03,64.17,71535,Crítico
2017,11,2017-11-01,Nordeste,CE,Gasolina,3.08,2.84,3.48,6.6,6.01,76.73,103385,Alto
2017,11,2017-11-01,Nordeste,MA,GLP,5.16,4.75,5.83,0.65,7.43,73.26,172918,Alto
2017,11,2017-11-01,Nordeste,PB,GNV,4.06,3.73,4.59,0.93,8.06,80.87,64801,Crítico
2017,11,2017-11-01,Centro-Oeste,DF,GNV,4.95,4.55,5.59,8.73,4.62,86.14,58550,Médio
2017,11,2017-11-01,Centro-Oeste,GO,GNV,5.44,5.0,6.14,-2.0,8.3,95.84,59071,Crítico
2017,11,2017-11-01,Centro-Oeste,GO,Diesel,3.15,2.9,3.56,-1.46,8.15,49.75,158584,Médio
2017,11,2017-11-01,Centro-Oeste,MT,Gasolina,3.44,3.17,3.89,-3.04,10.74,85.15,106030,Baixo
2017,11,2017-11-01,Centro-Oeste,MS,Gasolina,5.13,4.72,5.8,-1.94,7.94,94.63,166869,Crítico
2017,11,2017-11-01,Sudeste,SP,GNV,7.46,6.86,8.43,2.75,2.56,70.82,138110,Baixo
2017,11,2017-11-01,Sudeste,SP,Etanol,4.85,4.46,5.48,-8.8,10.47,81.39,57203,Crítico
2017,11,2017-11-01,Sudeste,SP,GNV,4.21,3.87,4.76,-2.66,11.63,51.36,212548,Alto
2017,11,2017-11-01,Sudeste,RJ,GNV,4.6,4.23,5.2,1.91,3.19,76.3,28167,Baixo
2017,11,2017-11-01,Sudeste,RJ,GLP,7.63,7.02,8.62,7.55,10.17,88.91,234127,Crítico
2017,11,2017-11-01,Sudeste,RJ,Diesel,6.86,6.31,7.75,-3.66,4.27,109.02,223902,Baixo
2017,11,2017-11-01,Sudeste,RJ,Etanol,5.3,4.88,5.99,0.07,9.73,96.62,184675,Médio
2017,11,2017-11-01,Sudeste,MG,Etanol,4.67,4.3,5.28,-5.96,3.29,63.28,242073,Baixo
2017,11,2017-11-01,Sudeste,MG,Etanol,5.99,5.51,6.77,0.82,5.04,77.1,169607,Alto
2017,11,2017-11-01,Sudeste,MG,Gasolina,7.87,7.24,8.89,2.1,5.76,98.86,119778,Crítico
2017,11,2017-11-01,Sudeste,ES,Etanol,5.43,5.0,6.14,1.18,11.0,86.14,25157,Alto
2017,11,2017-11-01,Sudeste,ES,GLP,6.67,6.13,7.53,-1.36,4.82,82.33,190957,Alto
2017,11,2017-11-01,Sudeste,ES,GLP,7.63,7.02,8.63,-5.08,6.89,79.71,219893,Alto
2017,11,2017-11-01,Sul,PR,Diesel,3.58,3.29,4.04,1.61,11.89,59.02,129335,Alto
2017,11,2017-11-01,Sul,PR,Etanol,3.7,3.41,4.19,-5.48,2.35,45.26,233365,Baixo
2017,11,2017-11-01,Sul,SC,GLP,3.12,2.87,3.52,1.52,9.46,84.88,152396,Baixo
2017,11,2017-11-01,Sul,SC,Etanol,7.33,6.74,8.28,6.12,2.31,83.88,78825,Crítico
2017,11,2017-11-01,Sul,RS,Etanol,3.34,3.07,3.77,3.1,10.77,104.88,231200,Baixo
2017,11,2017-11-01,Sul,RS,Etanol,3.15,2.9,3.56,3.2,6.54,90.66,27060,Baixo
2017,12,2017-12-01,Norte,AM,GNV,6.25,5.75,7.06,-0.47,5.92,108.18,243705,Crítico
2017,12,2017-12-01,Norte,PA,Diesel,6.18,5.68,6.98,4.16,7.43,46.29,18282,Crítico
2017,12,2017-12-01,Norte,PA,Diesel,4.84,4.45,5.47,6.74,8.42,48.66,23218,Baixo
2017,12,2017-12-01,Norte,RO,Gasolina,4.06,3.74,4.59,7.94,3.75,69.9,101446,Médio
2017,12,2017-12-01,Norte,TO,Diesel,4.92,4.53,5.56,-0.37,5.37,46.7,47128,Médio
2017,12,2017-12-01,Nordeste,BA,Etanol,5.11,4.7,5.78,3.11,6.11,71.3,212976,Alto
2017,12,2017-12-01,Nordeste,BA,GLP,6.9,6.34,7.79,2.77,11.25,93.43,35541,Crítico
2017,12,2017-12-01,Nordeste,PE,GLP,4.53,4.17,5.12,0.62,4.07,84.01,191038,Alto
2017,12,2017-12-01,Nordeste,PE,Gasolina,3.03,2.79,3.43,-1.25,6.88,78.84,13879,Alto
2017,12,2017-12-01,Nordeste,CE,Diesel,5.54,5.1,6.26,-1.3,5.0,104.5,212609,Médio
2017,12,2017-12-01,Nordeste,CE,Gasolina,5.56,5.12,6.28,4.13,5.97,99.62,175784,Crítico
2017,12,2017-12-01,Nordeste,MA,Gasolina,6.0,5.52,6.78,-0.84,11.01,74.21,145762,Baixo
2017,12,2017-12-01,Nordeste,PB,GNV,7.1,6.54,8.03,-1.79,3.47,106.54,107445,Alto
2017,12,2017-12-01,Centro-Oeste,DF,Etanol,7.14,6.57,8.07,-4.54,3.5,84.36,192985,Alto
2017,12,2017-12-01,Centro-Oeste,GO,Etanol,4.92,4.52,5.55,4.23,7.81,66.01,98469,Médio
2017,12,2017-12-01,Centro-Oeste,GO,GLP,4.51,4.15,5.1,0.31,7.44,88.62,199207,Alto
2017,12,2017-12-01,Centro-Oeste,MT,Etanol,3.54,3.26,4.0,-0.82,8.3,99.86,137760,Alto
2017,12,2017-12-01,Centro-Oeste,MS,GLP,4.46,4.1,5.04,2.0,10.57,55.74,158165,Baixo
2017,12,2017-12-01,Sudeste,SP,Gasolina,7.58,6.98,8.57,7.0,3.8,106.41,179501,Crítico
2017,12,2017-12-01,Sudeste,SP,Diesel,8.0,7.36,9.04,8.81,2.73,59.11,49987,Crítico
2017,12,2017-12-01,Sudeste,SP,GNV,3.51,3.23,3.97,1.7,7.23,70.66,136152,Médio
2017,12,2017-12-01,Sudeste,RJ,Diesel,4.67,4.29,5.28,3.01,11.52,92.12,226328,Alto
2017,12,2017-12-01,Sudeste,RJ,GLP,3.19,2.93,3.6,-0.37,11.83,70.3,122829,Crítico
2017,12,2017-12-01,Sudeste,RJ,Etanol,7.31,6.72,8.26,-1.06,5.21,55.86,91159,Médio
2017,12,2017-12-01,Sudeste,RJ,Etanol,6.61,6.08,7.47,-1.85,4.28,99.31,133016,Médio
2017,12,2017-12-01,Sudeste,MG,Etanol,4.52,4.16,5.1,2.37,11.61,83.0,32318,Crítico
2017,12,2017-12-01,Sudeste,MG,Diesel,7.36,6.77,8.31,4.47,2.93,61.42,44268,Alto
2017,12,2017-12-01,Sudeste,MG,GLP,5.74,5.28,6.49,-8.31,11.72,93.85,152099,Médio
2017,12,2017-12-01,Sudeste,ES,Diesel,4.17,3.84,4.72,-4.05,2.2,88.9,208066,Crítico
2017,12,2017-12-01,Sudeste,ES,GLP,3.62,3.33,4.09,1.66,7.75,90.76,131608,Baixo
2017,12,2017-12-01,Sudeste,ES,GLP,6.68,6.14,7.55,3.09,5.85,52.99,102923,Alto
2017,12,2017-12-01,Sul,PR,Diesel,5.77,5.31,6.52,5.39,4.92,78.62,43233,Alto
2017,12,2017-12-01,Sul,PR,Etanol,5.35,4.93,6.05,3.64,11.79,100.35,131830,Crítico
2017,12,2017-12-01,Sul,SC,GLP,6.03,5.55,6.82,3.19,9.17,59.21,78322,Baixo
2017,12,2017-12-01,Sul,SC,Diesel,7.35,6.76,8.31,0.04,2.05,104.17,67025,Alto
2017,12,2017-12-01,Sul,RS,GLP,3.12,2.87,3.53,3.83,6.94,73.77,70072,Crítico
2017,12,2017-12-01,Sul,RS,Diesel,4.58,4.21,5.17,-3.54,3.03,46.89,206084,Médio
2018,1,2018-01-01,Norte,AM,GLP,4.05,3.73,4.58,1.67,5.77,84.79,57526,Alto
2018,1,2018-01-01,Norte,PA,GLP,6.51,5.99,7.36,0.95,4.16,100.2,211974,Crítico
2018,1,2018-01-01,Norte,PA,Diesel,6.97,6.41,7.87,-2.94,10.43,58.36,153220,Alto
2018,1,2018-01-01,Norte,RO,Etanol,5.3,4.88,5.99,-3.1,10.78,107.81,28607,Baixo
2018,1,2018-01-01,Norte,TO,GNV,4.11,3.78,4.65,3.98,3.58,89.38,23607,Médio
2018,1,2018-01-01,Nordeste,BA,GLP,7.87,7.24,8.9,2.86,6.86,98.38,176647,Médio
2018,1,2018-01-01,Nordeste,BA,Gasolina,5.74,5.28,6.49,0.89,2.59,53.18,27602,Médio
2018,1,2018-01-01,Nordeste,PE,Diesel,4.99,4.59,5.64,-4.5,3.96,96.65,76769,Crítico
2018,1,2018-01-01,Nordeste,PE,GLP,5.85,5.38,6.61,-0.06,7.07,92.53,79590,Baixo
2018,1,2018-01-01,Nordeste,CE,GNV,5.44,5.0,6.14,0.78,5.05,55.25,229767,Baixo
2018,1,2018-01-01,Nordeste,CE,GLP,5.66,5.21,6.39,3.23,2.42,98.37,17244,Baixo
2018,1,2018-01-01,Nordeste,MA,Gasolina,6.79,6.25,7.67,-0.03,2.85,87.59,110251,Médio
2018,1,2018-01-01,Nordeste,PB,Etanol,3.84,3.53,4.34,5.34,10.59,67.58,140429,Crítico
2018,1,2018-01-01,Centro-Oeste,DF,Etanol,3.43,3.15,3.87,-4.58,2.09,104.07,14952,Alto
2018,1,2018-01-01,Centro-Oeste,GO,Etanol,4.72,4.35,5.34,0.87,3.73,55.61,193868,Baixo
2018,1,2018-01-01,Centro-Oeste,GO,GLP,3.64,3.35,4.12,4.38,4.78,95.17,162199,Baixo
2018,1,2018-01-01,Centro-Oeste,MT,GLP,6.15,5.66,6.95,-2.03,9.67,95.62,9169,Alto
2018,1,2018-01-01,Centro-Oeste,MS,GLP,5.73,5.27,6.47,-2.79,8.49,48.72,129754,Baixo
2018,1,2018-01-01,Sudeste,SP,Diesel,4.98,4.58,5.63,-0.74,2.36,105.9,59663,Baixo
2018,1,2018-01-01,Sudeste,SP,Etanol,6.63,6.1,7.5,0.15,5.22,73.38,81095,Baixo
2018,1,2018-01-01,Sudeste,SP,GLP,3.29,3.02,3.71,-4.38,9.1,74.09,148794,Médio
2018,1,2018-01-01,Sudeste,RJ,Gasolina,3.6,3.32,4.07,-0.82,10.92,79.12,139186,Baixo
2018,1,2018-01-01,Sudeste,RJ,GNV,6.85,6.3,7.74,-5.76,9.67,99.99,15955,Crítico
2018,1,2018-01-01,Sudeste,RJ,GNV,5.03,4.63,5.69,3.31,11.91,70.32,47459,Médio
2018,1,2018-01-01,Sudeste,RJ,GLP,6.91,6.36,7.81,-0.6,10.68,102.72,115202,Crítico
2018,1,2018-01-01,Sudeste,MG,GLP,4.26,3.92,4.82,4.23,10.01,96.29,145526,Alto
2018,1,2018-01-01,Sudeste,MG,Diesel,7.2,6.62,8.13,-2.94,9.57,62.97,111729,Médio
2018,1,2018-01-01,Sudeste,MG,GNV,7.56,6.95,8.54,1.4,6.25,75.37,106548,Alto
2018,1,2018-01-01,Sudeste,ES,Diesel,5.1,4.69,5.76,-5.72,10.69,97.3,18819,Baixo
2018,1,2018-01-01,Sudeste,ES,Gasolina,3.09,2.84,3.49,1.92,10.54,70.62,74942,Baixo
2018,1,2018-01-01,Sudeste,ES,GNV,7.75,7.13,8.76,-4.16,11.14,80.77,182806,Baixo
2018,1,2018-01-01,Sul,PR,Gasolina,4.95,4.56,5.6,4.85,4.31,87.87,31311,Crítico
2018,1,2018-01-01,Sul,PR,GLP,4.45,4.09,5.02,-5.82,2.6,106.74,54557,Crítico
2018,1,2018-01-01,Sul,SC,Gasolina,6.86,6.31,7.75,4.61,9.38,98.33,19513,Baixo
2018,1,2018-01-01,Sul,SC,Diesel,7.58,6.98,8.57,-2.55,6.24,62.19,225125,Médio
2018,1,2018-01-01,Sul,RS,GNV,5.38,4.95,6.08,-1.07,5.39,53.53,16479,Alto
2018,1,2018-01-01,Sul,RS,GNV,6.38,5.87,7.21,-2.38,10.57,55.28,146753,Alto
2018,2,2018-02-01,Norte,AM,Etanol,4.05,3.72,4.57,-2.0,3.09,101.61,51702,Alto
2018,2,2018-02-01,Norte,PA,Etanol,7.24,6.66,8.18,3.22,10.37,76.4,233350,Crítico
2018,2,2018-02-01,Norte,PA,GLP,4.03,3.71,4.55,2.19,8.54,50.84,249549,Médio
2018,2,2018-02-01,Norte,RO,Etanol,4.56,4.2,5.15,0.49,11.8,55.01,191490,Médio
2018,2,2018-02-01,Norte,TO,GLP,3.23,2.97,3.65,-5.93,8.05,94.0,43076,Médio
2018,2,2018-02-01,Nordeste,BA,GNV,4.48,4.13,5.07,-3.18,5.75,108.85,14156,Baixo
2018,2,2018-02-01,Nordeste,BA,Etanol,3.01,2.77,3.4,2.3,4.14,48.02,115691,Baixo
2018,2,2018-02-01,Nordeste,PE,GNV,6.82,6.27,7.7,0.17,10.41,67.08,63099,Médio
2018,2,2018-02-01,Nordeste,PE,Gasolina,7.32,6.73,8.27,8.05,11.65,58.32,205284,Baixo
2018,2,2018-02-01,Nordeste,CE,Etanol,7.47,6.87,8.44,5.18,2.27,46.55,232580,Médio
2018,2,2018-02-01,Nordeste,CE,GNV,3.47,3.19,3.92,3.59,10.61,69.49,212807,Crítico
2018,2,2018-02-01,Nordeste,MA,GNV,4.66,4.28,5.26,-1.77,10.72,74.18,245896,Baixo
2018,2,2018-02-01,Nordeste,PB,GLP,4.26,3.92,4.82,3.9,10.41,83.13,135734,Baixo
2018,2,2018-02-01,Centro-Oeste,DF,Diesel,7.08,6.51,8.0,-1.86,5.77,81.87,140730,Crítico
2018,2,2018-02-01,Centro-Oeste,GO,Etanol,5.0,4.6,5.65,-2.82,3.75,48.67,83665,Baixo
2018,2,2018-02-01,Centro-Oeste,GO,Diesel,7.5,6.9,8.48,-4.41,2.8,67.37,21186,Alto
2018,2,2018-02-01,Centro-Oeste,MT,GNV,6.34,5.83,7.16,1.86,3.4,106.72,54970,Crítico
2018,2,2018-02-01,Centro-Oeste,MS,Etanol,7.98,7.34,9.02,-2.42,8.42,87.01,69742,Baixo
2018,2,2018-02-01,Sudeste,SP,GLP,7.15,6.58,8.08,1.09,8.51,100.01,191957,Baixo
2018,2,2018-02-01,Sudeste,SP,Gasolina,7.31,6.72,8.26,-6.48,9.29,103.15,169346,Médio
2018,2,2018-02-01,Sudeste,SP,Etanol,5.79,5.33,6.54,-0.31,4.06,95.53,123426,Médio
2018,2,2018-02-01,Sudeste,RJ,Diesel,6.5,5.98,7.34,2.73,11.48,86.69,249552,Crítico
2018,2,2018-02-01,Sudeste,RJ,GNV,4.5,4.14,5.09,7.33,3.95,67.55,246781,Baixo
2018,2,2018-02-01,Sudeste,RJ,Gasolina,3.08,2.83,3.48,2.53,2.77,88.29,57586,Baixo
2018,2,2018-02-01,Sudeste,RJ,GLP,6.59,6.07,7.45,-2.7,10.6,107.43,19775,Alto
2018,2,2018-02-01,Sudeste,MG,GLP,4.94,4.55,5.58,9.5,5.23,70.63,235176,Médio
2018,2,2018-02-01,Sudeste,MG,GLP,4.82,4.43,5.44,-4.45,8.21,101.84,84466,Baixo
2018,2,2018-02-01,Sudeste,MG,GLP,6.64,6.11,7.51,-4.26,10.8,66.63,61471,Alto
2018,2,2018-02-01,Sudeste,ES,GLP,4.28,3.94,4.84,-0.43,3.31,53.69,32356,Crítico
2018,2,2018-02-01,Sudeste,ES,Gasolina,4.83,4.45,5.46,0.04,6.38,85.49,63639,Crítico
2018,2,2018-02-01,Sudeste,ES,Gasolina,3.62,3.33,4.09,1.8,11.62,105.1,208993,Médio
2018,2,2018-02-01,Sul,PR,Diesel,6.65,6.12,7.52,1.08,8.12,58.95,28132,Baixo
2018,2,2018-02-01,Sul,PR,GNV,4.57,4.21,5.17,-4.06,10.16,68.46,115131,Baixo
2018,2,2018-02-01,Sul,SC,Gasolina,6.65,6.12,7.52,4.03,3.98,98.88,162262,Médio
2018,2,2018-02-01,Sul,SC,Diesel,5.87,5.4,6.63,10.73,3.08,85.27,247731,Crítico
2018,2,2018-02-01,Sul,RS,GLP,7.28,6.7,8.23,-1.94,9.09,78.72,202985,Baixo
2018,2,2018-02-01,Sul,RS,GNV,3.8,3.5,4.3,-2.74,2.28,47.27,239152,Baixo
2018,3,2018-03-01,Norte,AM,GNV,6.94,6.39,7.84,-0.13,6.66,61.74,145675,Baixo
2018,3,2018-03-01,Norte,PA,Gasolina,3.54,3.25,4.0,1.35,10.23,90.01,16221,Crítico
2018,3,2018-03-01,Norte,PA,Etanol,4.48,4.12,5.06,2.12,7.85,71.85,57037,Crítico
2018,3,2018-03-01,Norte,RO,Etanol,6.78,6.24,7.67,-5.53,10.58,106.05,166638,Médio
2018,3,2018-03-01,Norte,TO,Etanol,7.74,7.12,8.75,1.15,3.01,101.19,170067,Crítico
2018,3,2018-03-01,Nordeste,BA,Etanol,4.65,4.28,5.26,-1.91,9.04,70.55,229179,Alto
2018,3,2018-03-01,Nordeste,BA,GLP,6.6,6.07,7.46,2.84,8.62,104.67,240681,Alto
2018,3,2018-03-01,Nordeste,PE,GNV,5.9,5.43,6.67,6.0,9.97,57.58,174335,Crítico
2018,3,2018-03-01,Nordeste,PE,Gasolina,3.41,3.14,3.86,9.58,11.84,78.38,105437,Médio
2018,3,2018-03-01,Nordeste,CE,Gasolina,7.67,7.05,8.66,2.48,9.42,73.88,5572,Crítico
2018,3,2018-03-01,Nordeste,CE,Diesel,6.82,6.27,7.7,-1.16,9.75,104.89,52647,Baixo
2018,3,2018-03-01,Nordeste,MA,Diesel,5.38,4.95,6.08,3.37,5.26,58.9,242026,Crítico
2018,3,2018-03-01,Nordeste,PB,GLP,3.86,3.56,4.37,4.45,11.4,92.83,245216,Baixo
2018,3,2018-03-01,Centro-Oeste,DF,GLP,5.38,4.95,6.08,1.58,6.97,47.14,202375,Crítico
2018,3,2018-03-01,Centro-Oeste,GO,GLP,3.31,3.05,3.74,6.16,11.95,87.93,96588,Crítico
2018,3,2018-03-01,Centro-Oeste,GO,Diesel,6.71,6.18,7.59,-6.63,9.33,80.74,178781,Médio
2018,3,2018-03-01,Centro-Oeste,MT,Etanol,3.6,3.31,4.06,-6.27,4.99,45.19,210390,Médio
2018,3,2018-03-01,Centro-Oeste,MS,GNV,6.42,5.91,7.26,-3.6,9.45,59.81,212873,Baixo
2018,3,2018-03-01,Sudeste,SP,GLP,7.83,7.2,8.85,1.53,6.58,51.05,216796,Alto
2018,3,2018-03-01,Sudeste,SP,Etanol,7.13,6.56,8.06,0.62,5.1,68.66,190195,Baixo
2018,3,2018-03-01,Sudeste,SP,Gasolina,7.7,7.08,8.7,-3.03,3.72,49.59,213271,Alto
2018,3,2018-03-01,Sudeste,RJ,Gasolina,5.52,5.08,6.24,-1.47,9.46,64.89,186528,Alto
2018,3,2018-03-01,Sudeste,RJ,Gasolina,6.14,5.65,6.94,-0.71,3.79,69.81,128137,Baixo
2018,3,2018-03-01,Sudeste,RJ,GLP,3.66,3.37,4.14,-6.18,6.34,98.48,99455,Crítico
2018,3,2018-03-01,Sudeste,RJ,Diesel,3.43,3.16,3.88,6.01,8.48,68.8,70676,Crítico
2018,3,2018-03-01,Sudeste,MG,GNV,5.01,4.61,5.66,-1.26,5.38,89.54,164017,Alto
2018,3,2018-03-01,Sudeste,MG,Etanol,7.92,7.29,8.95,-0.46,6.63,84.49,116002,Alto
2018,3,2018-03-01,Sudeste,MG,GLP,3.54,3.26,4.0,2.81,10.16,98.04,201880,Alto
2018,3,2018-03-01,Sudeste,ES,Etanol,6.08,5.59,6.87,6.49,11.28,69.11,27095,Alto
2018,3,2018-03-01,Sudeste,ES,Gasolina,3.49,3.21,3.95,5.5,3.78,95.09,162614,Médio
2018,3,2018-03-01,Sudeste,ES,GNV,7.5,6.9,8.47,3.18,3.67,48.33,200241,Alto
2018,3,2018-03-01,Sul,PR,GNV,3.73,3.44,4.22,-1.82,10.38,51.19,29621,Médio
2018,3,2018-03-01,Sul,PR,Diesel,5.36,4.94,6.06,1.34,5.87,102.26,38484,Baixo
2018,3,2018-03-01,Sul,SC,Gasolina,4.45,4.1,5.03,-2.04,3.66,53.38,115359,Baixo
2018,3,2018-03-01,Sul,SC,GNV,5.73,5.27,6.48,0.88,11.39,46.12,178378,Médio
2018,3,2018-03-01,Sul,RS,GNV,7.5,6.9,8.48,1.3,8.84,64.93,249215,Médio
2018,3,2018-03-01,Sul,RS,Etanol,4.71,4.33,5.32,-1.59,5.75,54.07,211679,Médio
2018,4,2018-04-01,Norte,AM,GLP,4.71,4.33,5.32,2.04,2.93,100.41,243877,Baixo
2018,4,2018-04-01,Norte,PA,Diesel,5.33,4.9,6.02,0.86,4.55,77.66,163825,Médio
2018,4,2018-04-01,Norte,PA,GNV,4.24,3.9,4.79,2.27,11.88,100.68,222765,Crítico
2018,4,2018-04-01,Norte,RO,Diesel,3.9,3.59,4.41,-5.07,7.35,93.46,182456,Crítico
2018,4,2018-04-01,Norte,TO,GNV,4.84,4.46,5.47,0.98,3.27,98.09,27345,Baixo
2018,4,2018-04-01,Nordeste,BA,Gasolina,6.6,6.07,7.46,-1.91,4.38,79.64,145002,Alto
2018,4,2018-04-01,Nordeste,BA,GLP,3.41,3.13,3.85,-0.56,9.81,46.14,228774,Alto
2018,4,2018-04-01,Nordeste,PE,Gasolina,4.58,4.21,5.17,1.08,10.24,81.54,15047,Crítico
2018,4,2018-04-01,Nordeste,PE,Etanol,7.07,6.5,7.98,-0.15,2.65,87.09,176331,Médio
2018,4,2018-04-01,Nordeste,CE,Gasolina,3.2,2.94,3.61,-5.38,6.63,95.12,224006,Crítico
2018,4,2018-04-01,Nordeste,CE,Diesel,7.02,6.46,7.94,-0.65,6.18,85.7,26174,Médio
2018,4,2018-04-01,Nordeste,MA,GLP,4.57,4.2,5.16,0.45,5.1,98.52,106957,Alto
2018,4,2018-04-01,Nordeste,PB,GNV,3.26,3.0,3.69,6.73,8.11,77.61,45557,Baixo
2018,4,2018-04-01,Centro-Oeste,DF,Etanol,6.89,6.34,7.78,-1.25,9.71,61.29,31992,Médio
2018,4,2018-04-01,Centro-Oeste,GO,GNV,3.41,3.14,3.86,-1.83,5.31,90.7,202613,Médio
2018,4,2018-04-01,Centro-Oeste,GO,GNV,5.49,5.05,6.21,-1.34,2.33,46.93,34038,Médio
2018,4,2018-04-01,Centro-Oeste,MT,Diesel,7.82,7.2,8.84,-1.19,5.97,70.11,148692,Baixo
2018,4,2018-04-01,Centro-Oeste,MS,Etanol,4.59,4.22,5.19,-1.22,6.15,55.24,63430,Baixo
2018,4,2018-04-01,Sudeste,SP,GNV,7.98,7.34,9.01,8.16,3.56,106.32,219022,Médio
2018,4,2018-04-01,Sudeste,SP,Gasolina,7.49,6.89,8.47,-2.44,10.33,51.1,236630,Alto
2018,4,2018-04-01,Sudeste,SP,Etanol,4.51,4.15,5.09,1.22,3.83,50.02,233334,Médio
2018,4,2018-04-01,Sudeste,RJ,Etanol,3.52,3.24,3.97,-0.5,3.76,81.4,177423,Alto
2018,4,2018-04-01,Sudeste,RJ,GNV,6.79,6.25,7.67,0.68,10.79,46.61,205859,Alto
2018,4,2018-04-01,Sudeste,RJ,GLP,6.69,6.16,7.57,-8.13,9.49,94.05,180815,Crítico
2018,4,2018-04-01,Sudeste,RJ,Etanol,3.46,3.18,3.91,1.53,10.18,86.18,218366,Crítico
2018,4,2018-04-01,Sudeste,MG,Etanol,5.61,5.16,6.34,-2.72,6.14,48.02,150082,Baixo
2018,4,2018-04-01,Sudeste,MG,Etanol,7.91,7.28,8.94,-0.98,4.1,51.21,223589,Baixo
2018,4,2018-04-01,Sudeste,MG,Gasolina,3.12,2.87,3.52,1.21,4.55,104.13,11258,Baixo
2018,4,2018-04-01,Sudeste,ES,Gasolina,5.47,5.03,6.18,-1.03,9.04,104.31,113750,Crítico
2018,4,2018-04-01,Sudeste,ES,GLP,5.5,5.06,6.21,-6.47,9.16,72.68,242059,Alto
2018,4,2018-04-01,Sudeste,ES,Etanol,6.62,6.09,7.48,0.8,7.28,97.55,170096,Alto
2018,4,2018-04-01,Sul,PR,Etanol,5.93,5.46,6.7,-0.47,3.89,65.71,152534,Alto
2018,4,2018-04-01,Sul,PR,Diesel,7.81,7.19,8.83,-0.86,5.14,47.32,48126,Baixo
2018,4,2018-04-01,Sul,SC,Etanol,4.92,4.53,5.56,-6.39,9.05,86.26,93474,Alto
2018,4,2018-04-01,Sul,SC,Gasolina,6.17,5.67,6.97,0.94,7.63,88.14,202400,Alto
2018,4,2018-04-01,Sul,RS,GLP,5.61,5.16,6.34,-5.46,8.28,92.83,40437,Crítico
2018,4,2018-04-01,Sul,RS,Gasolina,3.93,3.61,4.44,-1.01,8.82,106.08,192038,Crítico
